City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Kruisfontein,ZA,-34.0033,24.7314,69.89,88,5,4.74,clear sky
349,Ljungby,SE,56.8332,13.9408,23.41,75,100,2.53,overcast clouds
350,Aripuana,BR,-9.1667,-60.6333,84.49,75,43,1.57,light rain
351,Chokurdakh,RU,70.6333,147.9167,-16.33,100,97,5.03,overcast clouds
352,Bonthe,SL,7.5264,-12.505,80.4,78,89,9.4,overcast clouds
353,Samarinda,ID,-0.5,117.15,72.48,99,100,1.81,overcast clouds
354,Rio Grande,BR,-32.035,-52.0986,82.51,69,53,14.05,light rain
355,Pafos,CY,34.7667,32.4167,47.98,66,40,6.91,scattered clouds
356,Seydi,TM,39.4816,62.9137,40.41,82,5,0.74,clear sky
357,Rudbar,AF,30.15,62.6,63.93,50,97,7.52,overcast clouds
358,Oktyabrskoye,RU,43.0645,44.7417,32.14,93,100,6.71,snow
359,Ndago,TZ,-4.6,34.35,60.84,92,65,5.12,moderate rain
360,Carupano,VE,10.6678,-63.2585,80.44,62,5,13.62,clear sky
361,Vila Do Maio,CV,15.1333,-23.2167,72.39,73,66,20.31,broken clouds
362,Flinders,AU,-34.5833,150.8552,66.38,61,0,7.67,clear sky
363,Keti Bandar,PK,24.1447,67.4497,68.59,53,0,8.23,clear sky
364,Hamilton,US,39.1834,-84.5333,38.88,48,0,11.5,clear sky
365,Qaqortoq,GL,60.7167,-46.0333,3.72,92,26,4.09,scattered clouds
366,Cam Ranh,VN,11.9214,109.1591,76.96,83,75,9.22,broken clouds
367,Guarapari,BR,-20.6667,-40.4975,84.88,73,73,16.15,broken clouds
368,Labrea,BR,-7.2586,-64.7981,88.32,56,20,3.56,few clouds
369,Hurghada,EG,27.2574,33.8129,54.95,52,10,11.83,clear sky
370,Honiara,SB,-9.4333,159.95,77.05,89,99,2.91,overcast clouds
371,Sept-Iles,CA,50.2001,-66.3821,18.05,73,100,8.05,overcast clouds
372,Gigmoto,PH,13.7796,124.39,77.97,87,52,13.76,broken clouds
373,Sitka,US,57.0531,-135.33,40.89,75,100,4.61,overcast clouds
374,Moissala,TD,8.3404,17.7663,84.56,14,4,5.91,clear sky
375,Wattegama,LK,6.7989,81.4808,72.52,97,100,4.29,light rain
376,Ndele,CF,8.4109,20.6473,81.36,15,9,4.36,clear sky
377,Winnemucca,US,40.973,-117.7357,36.09,53,0,3.67,clear sky
378,Road Town,VG,18.4167,-64.6167,82.44,69,40,12.66,scattered clouds
379,Candelaria,PH,13.9311,121.4233,76.39,93,63,7.43,light rain
380,Kamenka,RU,51.3223,42.7678,26.82,98,100,5.79,overcast clouds
381,Severomuysk,RU,56.1481,113.4267,-14.67,98,100,4.81,overcast clouds
382,Artigas,UY,-30.4,-56.4667,86.76,51,100,32.44,light rain
383,Opuwo,NA,-18.0607,13.84,78.1,34,100,5.77,overcast clouds
384,Kazachinskoye,RU,57.6953,93.2761,-9.08,100,94,2.17,overcast clouds
385,Havoysund,NO,70.9963,24.6622,26.83,74,100,4.76,light snow
386,Kargasok,RU,59.0556,80.8572,6.78,98,97,4.23,overcast clouds
387,Matoury,GF,4.8483,-52.3317,78.76,78,100,5.75,overcast clouds
388,El Alto,PE,-4.2714,-81.2147,85.66,69,43,13.98,scattered clouds
389,Kostyantynivka,UA,48.5277,37.7069,32.25,83,100,6.42,overcast clouds
390,Manaus,BR,-3.1019,-60.025,88.29,58,40,5.75,scattered clouds
391,Jaicos,BR,-7.3592,-41.1378,90.0,40,72,5.99,broken clouds
392,Carutapera,BR,-1.195,-46.02,73.15,98,100,3.78,overcast clouds
393,Malaya Purga,RU,56.5567,53.0043,3.78,100,100,3.49,overcast clouds
394,Baker City,US,44.7749,-117.8344,31.59,47,0,20.71,clear sky
395,Itiuba,BR,-10.6917,-39.8536,92.07,31,40,6.87,scattered clouds
396,Kalmunai,LK,7.4167,81.8167,76.35,91,100,6.06,overcast clouds
397,Bansgaon,IN,26.5586,83.3481,52.25,63,0,5.82,clear sky
398,San Patricio,US,28.017,-97.5169,44.46,81,100,11.61,overcast clouds
399,Businga,CD,3.3333,20.8833,82.06,46,85,1.36,overcast clouds
400,Chapais,CA,49.7834,-74.8492,10.18,91,100,7.56,light snow
401,Puerto Escondido,MX,15.85,-97.0667,85.03,70,20,10.36,few clouds
402,Port Hardy,CA,50.6996,-127.4199,44.78,76,100,24.16,overcast clouds
403,Wonthaggi,AU,-38.6044,145.5913,52.83,83,76,22.75,broken clouds
404,Atambua,ID,-9.1061,124.8925,73.81,92,100,2.84,light rain
405,Taoudenni,ML,22.6783,-3.9836,62.2,13,71,10.67,broken clouds
406,Wallacetown,NZ,-46.3333,168.2667,62.64,99,97,1.88,overcast clouds
407,Tema,GH,5.667,-0.0166,82.81,83,0,4.61,clear sky
408,Tra Vinh,VN,9.9347,106.3453,77.41,80,95,12.41,overcast clouds
409,Kremenchuk,UA,49.0973,33.4197,33.76,79,100,6.38,overcast clouds
410,Benton Harbor,US,42.1167,-86.4542,34.84,65,40,21.85,scattered clouds
411,San Luis,AR,-33.295,-66.3356,85.93,29,0,12.55,clear sky
412,Pacific Grove,US,36.6177,-121.9166,58.64,61,0,7.0,clear sky
413,Rogova,RO,44.4717,22.8067,38.52,76,72,12.28,broken clouds
414,Price,US,39.5994,-110.8107,27.66,54,0,4.61,clear sky
415,Mitsamiouli,KM,-11.3847,43.2844,80.85,80,100,2.1,moderate rain
416,Mustasaari,FI,63.1142,21.6822,26.89,86,100,10.36,overcast clouds
417,Daru,PG,-9.0763,143.2092,76.75,91,100,9.04,overcast clouds
418,Hinton,CA,53.4001,-117.5857,27.88,87,100,5.03,overcast clouds
419,San Andres,CO,12.5847,-81.7006,78.82,78,75,9.22,light intensity drizzle
420,Norfolk,US,42.1668,-71.2495,39.58,37,0,12.66,clear sky
421,Sisimiut,GL,66.9395,-53.6735,4.46,87,100,7.11,overcast clouds
422,Urengoy,RU,65.9667,78.3667,1.8,97,45,7.07,scattered clouds
423,Douentza,ML,14.9951,-2.9517,79.48,7,32,8.68,scattered clouds
424,Caldwell,US,43.6629,-116.6874,32.14,56,0,11.5,clear sky
425,Idritsa,RU,56.3316,28.8988,28.0,98,100,3.89,overcast clouds
426,Barda,AZ,40.3744,47.1267,44.98,68,100,15.68,overcast clouds
427,Kavaratti,IN,10.5669,72.642,79.75,79,46,6.53,scattered clouds
428,Udachnyy,RU,66.4167,112.4,-17.23,98,100,3.67,overcast clouds
429,Port Macquarie,AU,-31.4333,152.9167,66.88,92,11,9.08,few clouds
430,Ahipara,NZ,-35.1667,173.1667,70.43,97,98,6.31,overcast clouds
431,Catuday,PH,16.2923,119.8062,76.96,74,4,9.64,clear sky
432,San Cristobal,VE,7.7669,-72.225,77.18,27,6,6.93,clear sky
433,Lashio,MM,22.9333,97.75,61.75,60,90,0.6,overcast clouds
434,Salekhard,RU,66.53,66.6019,1.67,98,45,4.92,scattered clouds
435,Necochea,AR,-38.5473,-58.7368,75.29,60,39,14.2,scattered clouds
436,Hay River,CA,60.8156,-115.7999,-16.62,63,40,8.05,scattered clouds
437,Khandyga,RU,62.6667,135.6,-31.58,99,100,2.55,overcast clouds
438,Camacha,PT,33.0833,-16.3333,56.62,58,40,8.05,scattered clouds
439,Nanortalik,GL,60.1432,-45.2371,17.47,75,100,17.58,overcast clouds
440,Chicama,PE,-7.8447,-79.1469,72.14,53,33,11.68,scattered clouds
441,Warwick,US,41.7001,-71.4162,39.49,45,20,19.57,few clouds
442,Arona,ES,28.0996,-16.681,61.39,54,20,12.66,few clouds
443,Las Matas De Farfan,DO,18.8731,-71.5166,89.67,21,6,3.49,clear sky
444,Newburyport,US,42.8126,-70.8773,39.43,43,2,5.99,clear sky
445,Birjand,IR,32.8663,59.2211,43.27,100,75,6.91,broken clouds
446,Helena,US,46.5927,-112.0361,39.25,76,0,3.44,clear sky
447,Owosso,US,42.9978,-84.1766,34.52,67,0,17.27,clear sky
448,Verkhoyansk,RU,67.5447,133.385,-24.75,98,100,0.54,overcast clouds
449,Lengshuitan,CN,26.4111,111.5956,42.44,69,100,4.94,overcast clouds
450,Khandbari,NP,27.3747,87.2039,53.67,42,0,3.94,clear sky
451,Salalah,OM,17.0151,54.0924,69.39,72,6,3.4,clear sky
452,Atar,MR,20.5169,-13.0499,73.47,11,6,9.86,clear sky
453,Port Keats,AU,-14.25,129.55,81.01,80,100,4.45,overcast clouds
454,Guerrero Negro,MX,27.9769,-114.0611,64.67,37,49,2.06,scattered clouds
455,Nome,US,64.5011,-165.4064,15.87,92,100,5.75,mist
456,Maralal,KE,1.0968,36.698,62.69,42,12,7.02,few clouds
457,Kimbe,PG,-5.5502,150.1429,76.46,92,94,2.13,overcast clouds
458,Nelson Bay,AU,-32.7167,152.15,73.99,86,0,5.01,clear sky
459,Ilulissat,GL,69.2167,-51.1,6.82,56,75,1.14,broken clouds
460,Batelov,CZ,49.3143,15.3947,35.11,88,100,15.1,overcast clouds
461,Rabo De Peixe,PT,37.8,-25.5833,58.51,77,20,11.5,few clouds
462,Isangel,VU,-19.55,169.2667,80.26,85,12,6.46,few clouds
463,Tilichiki,RU,60.4667,166.1,-8.99,99,74,8.5,broken clouds
464,Almeirim,BR,-1.5233,-52.5817,83.89,63,54,6.58,broken clouds
465,La Cumbre,AR,-30.982,-64.4914,73.45,60,91,5.28,overcast clouds
466,Ossora,RU,59.2353,163.0719,-1.37,89,12,5.84,few clouds
467,Hefei,CN,31.8639,117.2808,35.62,69,0,2.24,clear sky
468,Muisne,EC,0.6,-80.0333,80.13,79,100,9.15,light rain
469,Rosarito,MX,32.3333,-117.0333,69.64,36,100,2.75,overcast clouds
470,Bilma,NE,18.6853,12.9164,69.93,16,12,7.78,few clouds
471,Otradnoye,RU,59.7775,30.8181,30.25,98,100,1.61,light snow
472,Santa Cruz,BO,-17.8,-63.1667,80.65,74,75,11.5,light rain
473,Moose Factory,CA,51.2585,-80.6094,-14.8,58,100,20.71,haze
474,Camana,PE,-16.6228,-72.7111,77.63,76,26,9.93,scattered clouds
475,Sungairaya,ID,0.7,108.9,76.46,89,100,1.74,overcast clouds
476,Murray Bridge,AU,-35.1167,139.2667,56.12,58,97,18.95,overcast clouds
477,Lucera,IT,41.5082,15.3351,46.06,87,0,6.91,clear sky
478,Minab,IR,27.1467,57.0801,67.91,84,4,3.98,clear sky
479,Santiago Del Estero,AR,-27.7951,-64.2615,86.11,43,95,2.08,overcast clouds
480,Morrope,PE,-6.5417,-80.0111,84.31,44,56,14.18,broken clouds
481,Nhulunbuy,AU,-12.2333,136.7667,81.21,83,100,8.05,light rain
482,Kayseri,TR,38.737,35.4968,23.02,86,40,2.3,scattered clouds
483,Sompeta,IN,18.9333,84.6,68.61,68,6,4.54,clear sky
484,Hasaki,JP,35.7333,140.8333,38.21,61,100,9.69,overcast clouds
485,Chernyshevskiy,RU,63.0128,112.4714,-6.81,98,100,3.87,overcast clouds
486,Raudeberg,NO,61.9875,5.1352,36.27,64,100,11.65,overcast clouds
487,Tofield,CA,53.3668,-112.6686,5.27,89,100,15.68,overcast clouds
488,Mount Gambier,AU,-37.8333,140.7667,50.43,81,100,18.43,light rain
489,Najran,SA,17.4924,44.1277,70.45,46,3,1.66,clear sky
490,Filadelfia,US,39.9523,-75.1638,42.44,39,75,11.5,broken clouds
491,Hualmay,PE,-11.0964,-77.6139,77.07,71,100,10.89,overcast clouds
492,Kungurtug,RU,50.5994,97.5228,-11.69,99,49,2.01,scattered clouds
493,Biak,ID,-0.9131,122.8766,76.19,78,100,4.32,overcast clouds
494,Kinwat,IN,19.6333,78.2,66.51,20,84,1.83,broken clouds
495,Narsaq,GL,60.9167,-46.05,16.02,96,73,4.99,broken clouds
496,Nouadhibou,MR,20.931,-17.0347,66.18,63,55,12.66,dust
497,Hemet,US,33.7475,-116.972,65.39,30,100,3.0,overcast clouds
498,Wagar,SD,16.1525,36.2032,72.61,51,0,17.72,clear sky
499,Rio Branco,BR,-9.9747,-67.81,84.81,74,75,5.75,broken clouds
500,Saint-Leu,RE,-21.15,55.2833,79.66,81,66,3.36,light rain
501,Stranraer,GB,54.9023,-5.0273,49.17,79,100,22.91,overcast clouds
502,Bagn,NO,60.8225,9.5521,8.98,93,100,2.73,overcast clouds
503,Augusto Correa,BR,-1.0217,-46.635,73.29,98,100,4.03,overcast clouds
504,Bubaque,GW,11.2833,-15.8333,77.14,69,46,14.83,scattered clouds
505,Pathein,MM,16.7833,94.7333,70.14,81,15,6.06,few clouds
506,Zhigansk,RU,66.7697,123.3711,-28.07,96,100,8.77,overcast clouds
507,Poum,NC,-20.2333,164.0167,81.64,71,100,18.61,overcast clouds
508,Presidente Dutra,BR,-5.29,-44.49,80.17,86,99,0.89,overcast clouds
509,Perote,MX,19.5667,-97.2333,63.73,45,19,4.07,few clouds
510,Nicoya,CR,10.1483,-85.452,91.63,34,95,13.44,overcast clouds
511,Marawi,PH,7.9986,124.2928,65.89,95,100,0.85,overcast clouds
512,Zhangjiakou,CN,40.81,114.8794,18.45,24,92,2.15,overcast clouds
513,Urumqi,CN,43.801,87.6005,2.35,92,80,2.24,mist
514,Turukhansk,RU,65.8167,87.9833,6.33,96,99,8.14,light snow
515,Okato,NZ,-39.2,173.8833,71.19,69,100,11.01,moderate rain
516,Zabid,YE,14.1951,43.3152,78.66,56,2,4.79,clear sky
517,Hingatungan,PH,10.584,125.1852,78.4,86,60,12.62,broken clouds
518,Balkanabat,TM,39.5108,54.3671,47.91,66,22,11.41,few clouds
519,Spencer,US,43.1414,-95.1444,9.72,58,0,25.32,clear sky
520,Aykhal,RU,66.0,111.5,-22.04,100,100,4.23,overcast clouds
521,Roebourne,AU,-20.7833,117.1333,85.55,69,81,8.1,broken clouds
522,Neuquen,AR,-38.9516,-68.0591,91.29,18,0,8.05,clear sky
523,Miraflores,MX,19.2167,-98.8083,74.16,21,0,3.62,clear sky
524,Virginia Beach,US,36.8529,-75.978,42.03,76,75,1.01,broken clouds
525,Chala,TZ,-7.5833,31.2667,57.9,94,100,1.99,light rain
526,Priargunsk,RU,50.3691,119.1012,-24.16,100,96,1.54,overcast clouds
527,Teeli,RU,51.0333,90.2333,-10.97,84,12,2.06,few clouds
528,Bayshore Gardens,US,27.4253,-82.5904,84.27,72,8,9.64,clear sky
529,Tulagi,SB,-9.0996,160.1476,81.03,76,97,1.7,overcast clouds
530,Evanston,US,42.0411,-87.6901,35.71,56,0,13.8,clear sky
531,Gopalpur,IN,19.2667,84.9167,67.68,73,6,5.86,clear sky
532,Misratah,LY,32.3754,15.0925,58.26,58,44,5.17,scattered clouds
533,Beira,MZ,-19.8436,34.8389,82.49,74,0,10.36,clear sky
534,Marzuq,YE,14.4,46.4667,65.59,61,0,5.3,clear sky
535,Uyemskiy,RU,64.4743,40.8524,28.45,93,100,4.47,overcast clouds
536,Broken Hill,AU,-31.95,141.4333,56.14,52,0,17.43,clear sky
537,Kostomuksha,RU,64.571,30.5767,6.57,99,95,2.73,overcast clouds
538,Kudahuvadhoo,MV,2.6708,72.8944,80.28,67,12,11.5,few clouds
539,Freeport,US,40.6576,-73.5832,41.38,41,0,14.97,clear sky
540,Saint-Joseph,RE,-21.3667,55.6167,79.18,85,66,14.56,light rain
541,Saint Anthony,US,45.0205,-93.218,11.8,45,0,16.11,clear sky
542,Fort-Shevchenko,KZ,44.5086,50.263,40.75,84,100,5.41,overcast clouds
543,Baykit,RU,61.67,96.37,-6.12,100,95,2.91,overcast clouds
544,Maloh,PH,9.056,122.9851,78.21,80,100,12.19,overcast clouds
545,Saint-Georges,GD,12.0564,-61.7485,82.08,69,75,23.02,broken clouds
546,Romitan,UZ,39.9343,64.3814,46.35,81,75,2.3,broken clouds
547,Richards Bay,ZA,-28.783,32.0377,74.44,90,100,3.56,overcast clouds
548,Pacifica,US,37.6138,-122.4869,56.07,63,100,8.01,haze
549,Mardin,TR,37.3131,40.7436,31.87,80,69,3.76,broken clouds
550,Sorland,NO,67.667,12.6934,31.86,90,94,14.38,light snow
551,Roma,US,43.2128,-75.4557,34.83,43,100,6.91,overcast clouds
552,Aberdeen,GB,57.1437,-2.0981,52.66,78,40,9.22,scattered clouds
553,La Ronge,CA,55.1001,-105.2842,-14.55,40,40,6.91,scattered clouds
554,Gualaquiza,EC,-3.4,-78.55,74.17,73,83,3.58,light rain
555,Torquay,GB,50.4638,-3.5143,49.86,94,100,8.99,overcast clouds
556,Zhigalovo,RU,54.8097,105.1578,-1.25,100,100,1.48,overcast clouds
557,Tautira,PF,-17.7333,-149.15,80.56,82,14,20.04,light rain
558,Pushkino,RU,56.0172,37.8667,30.49,96,99,8.72,light snow
559,Arroyo,ES,41.6096,-4.7969,45.14,66,0,6.91,clear sky
560,Nortelandia,BR,-14.4547,-56.8028,87.04,63,50,4.27,scattered clouds
561,Reconquista,AR,-29.15,-59.65,96.1,27,100,16.73,light rain
562,Selkirk,CA,50.1436,-96.8845,-10.89,58,100,11.34,overcast clouds
563,Rindal,NO,63.0565,9.2124,16.95,85,17,7.0,few clouds
564,Inongo,CD,-1.95,18.2667,74.79,79,98,4.65,overcast clouds
565,Ostrovnoy,RU,68.0531,39.5131,20.53,89,100,5.93,light snow
566,Baturaja,ID,-4.1333,104.1667,74.03,97,100,1.95,light rain
567,Ongandjera,NA,-17.8833,15.0667,81.14,34,90,6.24,overcast clouds
568,Dzerzhinsk,RU,56.2389,43.4631,28.22,86,100,6.71,overcast clouds
569,Jizan,SA,17.3333,42.6667,79.74,71,0,10.31,clear sky
570,Kalengwa,ZM,-13.4659,25.0027,64.94,94,100,3.0,overcast clouds
571,Damietta,EG,31.4165,31.8133,56.79,65,45,8.03,light rain
572,Yenagoa,NG,4.9247,6.2642,82.11,72,12,8.23,few clouds
573,Kangaatsiaq,GL,68.3065,-53.4641,0.21,95,100,3.76,overcast clouds
574,Cap Malheureux,MU,-19.9842,57.6142,79.47,82,0,1.01,light rain
575,Sangar,RU,63.9242,127.4739,-26.12,91,100,9.95,overcast clouds
576,Katsina,NG,12.9894,7.6006,77.65,17,100,9.62,overcast clouds
577,Caconda,AO,-13.7333,15.0667,63.81,70,100,6.33,overcast clouds
578,Harper,LR,4.375,-7.7169,80.76,81,5,8.39,clear sky
579,Oussouye,SN,12.485,-16.5469,84.38,42,81,13.18,broken clouds
580,Egvekinot,RU,66.3167,-179.1667,-4.77,90,62,13.8,broken clouds
581,San Carlos De Bariloche,AR,-41.1456,-71.3082,81.25,19,20,13.8,few clouds
582,Prescott,US,34.54,-112.4685,51.35,30,0,3.44,clear sky
583,Ushtobe,KZ,45.2514,77.9838,21.65,94,100,3.65,overcast clouds
584,Cape Canaveral,US,28.4058,-80.6048,86.02,59,20,12.66,few clouds
585,Anito,PH,12.4497,125.2886,77.31,89,29,12.57,scattered clouds
586,The Pas,CA,53.8251,-101.2541,-16.58,58,0,10.36,clear sky
587,Havre-Saint-Pierre,CA,50.2334,-63.5986,17.6,73,100,5.75,light snow
588,Kandrian,PG,-6.2167,149.55,78.64,86,100,10.78,overcast clouds
589,Aleksandrov Gay,RU,50.147,48.5704,29.62,98,100,6.64,overcast clouds
590,Ambositra,MG,-20.5167,47.25,61.95,98,100,6.55,light rain
591,Tateyama,JP,34.9833,139.8667,41.09,49,100,15.23,overcast clouds
592,Chimore,BO,-16.9833,-65.1333,91.02,50,51,3.18,broken clouds
593,Port Hedland,AU,-20.3167,118.5667,84.24,70,94,8.59,overcast clouds
594,Lundazi,ZM,-12.2929,33.1782,67.14,92,69,2.17,broken clouds
595,Shakiso,ET,5.75,38.9167,66.65,31,100,4.16,overcast clouds
596,Bratsk,RU,56.1325,101.6142,7.29,98,99,3.6,overcast clouds
597,Cartagena,CO,10.3997,-75.5144,87.42,58,20,19.57,few clouds
598,Wamba,NG,8.9333,8.6,82.47,17,0,2.62,clear sky
599,Rumonge,BI,-3.9736,29.4386,72.41,80,100,3.85,overcast clouds
600,Gamba,GA,-2.65,10.0,79.92,85,79,6.22,light rain
601,Scottsbluff,US,41.8666,-103.6672,34.03,59,0,3.44,clear sky
602,Eyemouth,GB,55.8713,-2.0901,51.24,74,100,26.24,overcast clouds
603,Coihaique,CL,-45.5752,-72.0662,72.21,49,40,9.22,scattered clouds
604,Mayumba,GA,-3.432,10.6554,80.37,86,60,9.06,broken clouds
605,Agadez,NE,19.75,10.25,64.8,17,100,6.26,overcast clouds
606,Mangan,IN,27.5167,88.5333,57.43,30,0,6.42,clear sky
607,Dingle,PH,10.9995,122.6711,72.84,96,55,7.74,broken clouds
608,San Buenaventura,MX,27.0833,-101.5333,59.47,51,0,0.0,clear sky
609,Debre Birhan,ET,9.6833,39.5333,50.11,52,99,6.02,overcast clouds
610,Pangai,TO,-19.8,-174.35,80.71,83,100,13.8,light intensity shower rain
611,Champerico,GT,14.3,-91.9167,95.54,57,6,10.8,clear sky
612,Sijunjung,ID,-0.6876,100.9537,70.0,91,100,2.13,light rain
613,High Rock,BS,26.6208,-78.2833,78.82,71,0,9.62,clear sky
614,Lazaro Cardenas,MX,17.9583,-102.2,86.56,34,1,9.51,clear sky
615,Batagay-Alyta,RU,67.8006,130.4114,-27.13,100,99,1.5,overcast clouds
616,Great Bend,US,38.3645,-98.7648,48.85,39,0,12.66,clear sky
617,Pimentel,PE,-6.8367,-79.9342,84.49,51,40,13.8,scattered clouds
618,Sherlovaya Gora,RU,50.5667,116.25,-15.16,99,90,1.79,overcast clouds
619,Pochutla,MX,15.7432,-96.4661,87.82,41,6,9.62,clear sky
620,Asau,RO,46.4333,26.4,31.12,92,29,6.24,scattered clouds
621,Bo Phloi,TH,14.3236,99.5161,77.31,52,99,3.18,overcast clouds
622,Anzio,IT,41.4853,12.6179,51.98,75,0,8.43,clear sky
623,Bayji,IQ,34.9311,43.487,49.48,50,1,8.28,clear sky
624,Omaruru,NA,-21.4333,15.9333,77.52,34,100,3.0,overcast clouds
625,Hobyo,SO,5.3505,48.5268,76.37,73,95,17.87,overcast clouds
626,Colares,PT,38.7992,-9.4469,53.89,63,0,5.99,clear sky
627,Karangampel,ID,-6.4622,108.4519,77.31,86,100,9.62,moderate rain
628,Satipo,PE,-11.2522,-74.6386,87.26,49,66,3.76,broken clouds
629,Kaili,ID,-3.4626,120.2147,66.42,97,100,1.68,overcast clouds
630,Kaohsiung,TW,22.6163,120.3133,64.35,77,75,5.75,broken clouds
631,Maceio,BR,-9.6658,-35.7353,85.44,70,75,12.66,broken clouds
632,Kedrovyy,RU,56.1667,91.8167,-8.14,97,34,3.24,scattered clouds
633,Tahta,EG,26.7693,31.5021,54.61,39,0,7.38,clear sky
634,Ikalamavony,MG,-21.15,46.5833,68.22,87,50,8.34,scattered clouds
635,Penzance,GB,50.1186,-5.5371,48.88,85,91,16.26,overcast clouds
636,Kaura Namoda,NG,12.5898,6.5779,81.43,16,100,10.09,overcast clouds
637,Kirovskiy,RU,45.0917,133.5136,-12.5,100,53,4.16,broken clouds
638,Somerset,US,40.5668,-74.5496,42.39,38,0,5.99,clear sky
639,Bay Roberts,CA,47.5999,-53.2648,20.34,66,13,5.99,few clouds
640,Gravdal,NO,68.1214,13.5031,31.89,80,40,8.05,light snow
641,Krasnoselkup,RU,65.7,82.4667,0.5,99,52,8.52,broken clouds
642,Curumani,CO,9.1999,-73.5427,95.31,30,2,6.38,clear sky
643,Friendly,US,38.7518,-76.9786,41.99,49,75,10.36,broken clouds
644,Mariani,IN,26.6667,94.3333,61.63,61,0,2.35,clear sky
645,Hami,CN,42.8,93.45,23.9,60,45,5.82,scattered clouds
646,Nemuro,JP,43.3236,145.575,15.12,75,28,15.9,scattered clouds
647,De-Kastri,RU,51.4667,140.7833,-12.28,99,77,5.82,broken clouds
648,Artyshta,RU,54.1222,86.2909,-2.02,99,59,1.34,broken clouds
649,Luanda,AO,-8.8368,13.2343,80.6,78,40,12.66,scattered clouds
650,Lunino,RU,53.5918,45.2271,24.91,96,100,9.06,light snow
651,Bafoulabe,ML,13.8065,-10.8321,88.14,12,83,5.35,broken clouds
652,Goderich,CA,43.7501,-81.7165,32.92,64,100,18.41,overcast clouds
653,Tawang,IN,27.5833,91.8667,33.35,53,0,6.87,clear sky
654,Yeniseysk,RU,58.4497,92.1703,-7.91,100,99,2.24,overcast clouds
655,Tamsalu,EE,59.1586,26.1153,25.07,85,100,8.81,overcast clouds
656,Jau,BR,-22.2964,-48.5578,78.93,87,94,3.89,moderate rain
657,Sochi,RU,43.6,39.7303,37.49,69,100,6.62,overcast clouds
658,Bagdarin,RU,54.4333,113.6,-12.15,95,92,3.53,overcast clouds
659,Bacolod,PH,10.6667,122.95,76.14,85,69,11.07,broken clouds
660,Zlitan,LY,32.4674,14.5687,57.36,59,24,5.88,few clouds
661,Flin Flon,CA,54.7682,-101.865,-16.76,52,0,8.05,clear sky
662,Sola,VU,-13.8833,167.55,82.24,71,17,8.34,few clouds
663,Nyurba,RU,63.2842,118.3319,-26.34,99,100,2.93,overcast clouds
664,Maldonado,UY,-34.6667,-54.9167,69.22,91,100,10.02,light rain
665,Karlstad,SE,59.3793,13.5036,16.36,100,98,3.44,overcast clouds
666,Pierre,US,44.3683,-100.351,9.86,61,100,10.36,overcast clouds
667,Labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds
668,Yerbogachen,RU,61.2767,108.0108,5.38,95,100,9.46,light snow
669,Prince Rupert,CA,54.3161,-130.3201,42.49,86,100,46.04,light rain
670,Kerouane,GN,9.2667,-9.0167,81.82,14,2,2.15,clear sky
671,Pringsewu,ID,-5.3582,104.9744,73.69,97,100,1.7,overcast clouds
672,Terny,UA,50.9833,33.9833,31.33,96,100,7.7,overcast clouds
673,Inhambane,MZ,-23.865,35.3833,78.78,69,20,6.91,few clouds
674,Keetmanshoop,NA,-26.5833,18.1333,85.77,18,12,15.21,few clouds
675,Kizema,RU,61.113,44.8302,23.22,97,100,4.65,light snow
676,Faya,SA,18.3851,42.4509,55.51,70,0,3.18,clear sky
677,Along,IN,28.1667,94.7667,53.47,64,0,2.17,clear sky
678,Hereford,GB,52.0568,-2.7148,51.69,79,53,13.94,broken clouds
679,Bam,IR,29.106,58.357,57.33,63,29,4.03,scattered clouds
680,Coquimbo,CL,-29.9533,-71.3436,67.73,72,40,13.8,scattered clouds
681,Kyakhta,RU,50.3508,106.4494,-15.38,99,60,3.65,broken clouds
682,Rizhao,CN,35.4275,119.4553,29.77,57,44,3.04,scattered clouds
683,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,92.7,32,100,15.82,moderate rain
684,Minas,UY,-34.3759,-55.2377,71.6,70,100,6.53,light rain
685,Peniche,PT,39.3558,-9.3811,53.46,80,0,6.11,clear sky
686,Vysokogornyy,RU,50.1167,139.15,-17.86,100,99,2.71,overcast clouds
687,Prattville,US,32.464,-86.4597,53.11,93,100,9.22,haze
